DL/AL-105,"Germany (Alpine)","Allgäuer Alpen",Besler,1679,5509,10.188,47.42521,10.18800,47.42521,6,3,01/03/2004,31/12/2099,10,16/07/2024,DL/HB9BCK/P
DL/AL-106,"Germany (Alpine)","Allgäuer Alpen",Beslerkopf,1655,5430,10.18,47.4261,10.18000,47.42610,6,3,01/03/2004,31/12/2008,0,,
DL/AL-107,"Germany (Alpine)","Allgäuer Alpen",Piesenkopf,1630,5348,10.13287,47.41623,10.13287,47.41623,6,3,01/03/2004,31/12/2099,4,04/06/2022,DK7MG/P
DL/AL-108,"Germany (Alpine)","Allgäuer Alpen","Riedberger Horn",1787,5863,10.15909,47.45151,10.15909,47.45151,6,3,01/03/2004,31/12/2099,36,15/07/2024,DD2ZN/P
DL/AL-109,"Germany (Alpine)","Allgäuer Alpen",Wannenkopf,1712,5617,10.19206,47.44831,10.19206,47.44831,6,3,01/03/2004,31/12/2024,21,14/07/2024,DL/HB9BCK/P
DL/AL-110,"Germany (Alpine)","Allgäuer Alpen",Ochsenkopf,1662,5453,10.18059,47.46369,10.18059,47.46369,6,3,01/03/2004,31/12/2024,16,15/07/2024,DL/HB9BCK/P
DL/AL-111,"Germany (Alpine)","Allgäuer Alpen",Weiherkopf,1665,5463,10.20087,47.4651,10.20087,47.46510,6,3,01/03/2004,31/12/2024,18,15/07/2024,DL/HB9BCK/P
DL/AL-112,"Germany (Alpine)","Allgäuer Alpen","Ragiswanger Horn",1615,5299,10.2008,47.4783,10.20080,47.47830,6,3,01/03/2004,31/12/2008,0,,
DL/AL-113,"Germany (Alpine)","Allgäuer Alpen","Sigiswanger Horn",1527,5010,10.2094,47.4847,10.20940,47.48470,6,3,01/03/2004,31/12/2008,0,,
DL/AL-114,"Germany (Alpine)","Allgäuer Alpen","Ofterschwanger Horn",1407,4616,10.2125,47.4936,10.21250,47.49360,4,3,01/03/2004,31/12/2008,2,28/07/2004,DF3IS
DL/AL-115,"Germany (Alpine)","Allgäuer Alpen","Bleicher Horn",1669,5476,10.14013,47.4701,10.14013,47.47010,6,3,01/03/2004,31/12/2099,11,15/07/2024,DD2ZN/P
DL/AL-116,"Germany (Alpine)","Allgäuer Alpen",Dreifahnenkopf,1628,5341,10.1544,47.4619,10.15440,47.46190,6,3,01/03/2004,31/12/2008,0,,
DL/AL-117,"Germany (Alpine)","Allgäuer Alpen","Haellritzer Eck",1669,5476,10.1436,47.4678,10.14360,47.46780,6,3,01/03/2004,31/12/2008,0,,
DL/AL-118,"Germany (Alpine)","Allgäuer Alpen",Sipplingerkopf,1746,5728,10.12556,47.48001,10.12556,47.48001,6,3,01/03/2004,31/12/2099,11,15/07/2024,DD2ZN/P
DL/AL-119,"Germany (Alpine)","Allgäuer Alpen",Tennenmooskopf,1626,5335,10.1419,47.485,10.14190,47.48500,6,3,01/03/2004,31/12/2008,0,,
DL/AL-120,"Germany (Alpine)","Allgäuer Alpen",Heidenkopf,1685,5528,10.1111,47.4806,10.11110,47.48060,6,3,01/03/2004,31/12/2008,1,28/03/2004,DL3MP/P
DL/AL-121,"Germany (Alpine)","Allgäuer Alpen",Girenkopf,1683,5522,10.1039,47.4806,10.10390,47.48060,6,3,01/03/2004,31/12/2008,0,,
DL/AL-122,"Germany (Alpine)","Allgäuer Alpen",Gelbhansenkopf,1437,4715,10.1042,47.4506,10.10420,47.45060,4,3,01/03/2004,31/12/2008,0,,
DL/AL-123,"Germany (Alpine)","Allgäuer Alpen",Hochschelpen,1552,5092,10.10935,47.43452,10.10935,47.43452,6,3,01/03/2004,31/12/2024,8,14/07/2024,DL/OE9HRV/P
DL/AL-124,"Germany (Alpine)","Allgäuer Alpen",Mittag,1462,4797,10.2172,47.5367,10.21720,47.53670,4,3,01/03/2004,31/12/2008,0,,
DL/AL-125,"Germany (Alpine)","Allgäuer Alpen",Baerenkopf,1479,4852,10.2103,47.5303,10.21030,47.53030,4,3,01/03/2004,31/12/2008,0,,
DL/AL-126,"Germany (Alpine)","Allgäuer Alpen",Steineberg,1683,5522,10.1917,47.5272,10.19170,47.52720,6,3,01/03/2004,31/12/2008,0,,
DL/AL-127,"Germany (Alpine)","Allgäuer Alpen",Stuiben,1749,5738,10.1611,47.5172,10.16110,47.51720,6,3,01/03/2004,31/12/2099,12,14/08/2024,DF6TG
DL/AL-128,"Germany (Alpine)","Allgäuer Alpen","Sederer Stuiben",1737,5699,10.1531,47.5142,10.15310,47.51420,6,3,01/03/2004,31/12/2008,1,13/05/2006,DL4CW/P
DL/AL-129,"Germany (Alpine)","Allgäuer Alpen",Buralpkopf,1772,5814,10.13104,47.51078,10.13104,47.51078,6,3,01/03/2004,31/12/2099,6,26/06/2023,DL/HB9HCS/P
DL/AL-130,"Germany (Alpine)","Allgäuer Alpen",Guendeleskopf,1748,5735,10.1239,47.5064,10.12390,47.50640,6,3,01/03/2004,31/12/2008,1,13/05/2006,DL4CW/P
DL/AL-131,"Germany (Alpine)","Allgäuer Alpen",Rindalphorn,1821,5974,10.10768,47.50492,10.10768,47.50492,8,3,01/03/2004,31/12/2099,12,20/07/2024,DK3RN/P
DL/AL-132,"Germany (Alpine)","Allgäuer Alpen",Hochgrat,1834,6017,10.07865,47.49538,10.07865,47.49538,8,3,01/03/2004,31/12/2099,63,04/08/2024,DM4EK/P
DL/AL-133,"Germany (Alpine)","Allgäuer Alpen",Selekopf,1663,5456,10.06,47.4903,10.06000,47.49030,6,3,01/03/2004,31/12/2008,1,21/06/2005,DH3ZK
DL/AL-134,"Germany (Alpine)","Allgäuer Alpen",Hohenfluhalpkopf,1636,5367,10.0489,47.4892,10.04890,47.48920,6,3,01/03/2004,31/12/2008,0,,
